Date,Open,High,Low,Close,Adj Close,Volume,GDP,Balance of trade ,Total Population,Total cases,Total deaths,People Vaccinated,Uncertainty index,MYR/USD,Unemployment rate,Inflation rate,Interest rate ,FTSE Bursa Malaysia KLCI,WTI Crude Oil,Brent Crude Oil
26-02-2019,9.8,9.96,9.78,9.96,9.425725,194000,342400000000,11056400000,31949777,0,0,0,0.1586798,0.246002,0.033,0.002,0.0317,1719,55.4,64.51
27-02-2019,9.85,9.92,9.85,9.92,9.38787,153500,342400000000,11056400000,31949777,0,0,0,0.1586798,0.245924,0.033,0.002,0.0317,1713.449951,56.92,65.55
28-02-2019,9.92,9.92,9.82,9.85,9.321625,468600,342400000000,11056400000,31949777,0,0,0,0.1586798,0.246063,0.033,0.002,0.0325,1707.72998,57.21,65.03
01-03-2019,9.95,9.95,9.81,9.92,9.38787,167400,342400000000,14384200000,31949777,0,0,0,0.1586798,0.246063,0.033,0.002,0.0325,1700.76001,55.76,63.71
04-03-2019,9.88,9.95,9.88,9.91,9.378407,368300,342400000000,14384200000,31949777,0,0,0,0.1586798,0.24558,0.033,0.002,0.0325,1693.98999,56.6,64.44
05-03-2019,9.9,9.93,9.9,9.9,9.368942,260500,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245308,0.033,0.002,0.0325,1685.619995,56.55,64.24
06-03-2019,9.97,9.97,9.9,9.95,9.416261,131500,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245116,0.033,0.002,0.0325,1686.819946,56.22,64.51
07-03-2019,9.95,10.16,9.94,10.12,9.577143,75800,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244738,0.033,0.002,0.0325,1686.949951,56.6,64.82
08-03-2019,9.95,10.14,9.82,9.9,9.368942,274300,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244582,0.033,0.002,0.0326,1679.900024,55.77,65.66
11-03-2019,9.84,9.86,9.8,9.81,9.283771,132500,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244588,0.033,0.002,0.0318,1664.630005,56.79,65.06
12-03-2019,9.8,9.86,9.77,9.84,9.312161,220700,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244678,0.033,0.002,0.0325,1671.280029,56.89,65.33
13-03-2019,9.8,9.96,9.78,9.95,9.416261,300400,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245218,0.033,0.002,0.032,1678.23999,58.27,65.89
14-03-2019,9.84,9.85,9.78,9.83,9.302698,277600,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244738,0.033,0.002,0.0318,1674.52002,58.59,66.18
15-03-2019,9.95,10.4,9.84,10.4,9.842122,176300,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244618,0.033,0.002,0.0325,1680.540039,58.51,66.11
18-03-2019,10.14,10.14,9.97,10,9.46358,77500,342400000000,14384200000,31949777,0,0,0,0.1586798,0.244768,0.033,0.002,0.0319,1690.939941,59.09,66.65
19-03-2019,9.95,10.08,9.78,9.78,9.25538,168800,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245399,0.033,0.002,0.0325,1687.680054,59.12,67.13
20-03-2019,9.85,9.88,9.8,9.8,9.274309,91300,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245459,0.033,0.002,0.0325,1684.209961,60.12,68.35
21-03-2019,9.85,10.08,9.85,9.9,9.368942,94400,342400000000,14384200000,31949777,0,0,0,0.1586798,0.246396,0.033,0.002,0.0325,1663.660034,59.98,68.3
22-03-2019,9.85,10.02,9.85,9.9,9.368942,72200,342400000000,14384200000,31949777,0,0,0,0.1586798,0.247078,0.033,0.002,0.0325,1666.660034,58.87,66.29
25-03-2019,9.81,9.81,9.78,9.81,9.283771,4200,342400000000,14384200000,31949777,0,0,0,0.1586798,0.246154,0.033,0.002,0.0325,1649.150024,58.71,67.37
26-03-2019,9.8,9.81,9.78,9.8,9.274309,121000,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245942,0.033,0.002,0.0317,1649.939941,59.87,67.51
27-03-2019,9.85,9.86,9.72,9.73,9.208061,72900,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245574,0.033,0.002,0.0325,1642.72998,59.39,67.35
28-03-2019,9.73,9.9,9.73,9.8,9.274309,114600,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245755,0.033,0.002,0.0318,1641.329956,59.29,66.08
29-03-2019,9.8,10,9.79,10,9.46358,144800,342400000000,14384200000,31949777,0,0,0,0.1586798,0.245369,0.033,0.002,0.0317,1643.630005,60.19,67.93
01-04-2019,9.83,9.83,9.81,9.82,9.293234,4900,350000000000,10809400000,31949777,0,0,0,0.0000000,0.245008,0.033,0,0.0321,1628.660034,61.59,69.08
02-04-2019,9.78,9.9,9.77,9.81,9.283771,23200,350000000000,10809400000,31949777,0,0,0,0.0000000,0.24517,0.033,0,0.0317,1632.829956,62.53,69.68
03-04-2019,9.81,9.81,9.8,9.81,9.283771,134600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.244588,0.033,0,0.0317,1643.209961,62.46,69.21
04-04-2019,9.8,9.85,9.79,9.81,9.283771,44600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.245308,0.033,0,0.0319,1645.069946,62.12,69.8
05-04-2019,9.85,9.86,9.76,9.8,9.274309,156900,350000000000,10809400000,31949777,0,0,0,0.0000000,0.245194,0.033,0,0.0317,1641.810059,63.1,69.93
08-04-2019,9.83,9.83,9.8,9.8,9.274309,4600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.244948,0.033,0,0.0324,1644.349976,64.37,71.12
09-04-2019,9.8,9.86,9.77,9.8,9.274309,92200,350000000000,10809400000,31949777,0,0,0,0.0000000,0.24432,0.033,0,0.0325,1641.939941,64.05,71.02
10-04-2019,9.8,9.81,9.79,9.81,9.283771,15600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.244409,0.033,0,0.0325,1639.459961,64.62,71.63
11-04-2019,9.8,9.83,9.79,9.83,9.302698,23600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.243422,0.033,0,0.0325,1624.22998,63.61,71.3
12-04-2019,9.8,9.81,9.79,9.8,9.274309,428500,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242401,0.033,0,0.0325,1630.170044,63.86,71.57
15-04-2019,9.9,9.9,9.65,9.8,9.274309,160200,350000000000,10809400000,31949777,0,0,0,0.0000000,0.243191,0.033,0,0.0326,1631.329956,63.43,70.9
16-04-2019,9.85,9.85,9.66,9.82,9.293234,72100,350000000000,10809400000,31949777,0,0,0,0.0000000,0.243143,0.033,0,0.0325,1629.459961,64.01,70.74
17-04-2019,9.85,9.85,9.69,9.8,9.274309,131800,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242131,0.033,0,0.0321,1620.900024,63.74,71.14
18-04-2019,9.8,9.94,9.73,9.83,9.302698,116700,350000000000,10809400000,31949777,0,0,0,0.0000000,0.24192,0.033,0,0.032,1619.72998,,70.71
19-04-2019,9.81,9.87,9.81,9.86,9.331089,3700,350000000000,10809400000,31949777,0,0,0,0.0000000,0.240703,0.033,0,0.0319,1622.069946,64.02,
22-04-2019,9.85,9.85,9.8,9.81,9.283771,3400,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242131,0.033,0,0.0325,1622.060059,65.66,70.71
23-04-2019,9.84,10.08,9.82,10,9.46358,139600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242131,0.033,0,0.0325,1627.439941,66.24,74.39
24-04-2019,10,10.1,9.9,10,9.46358,224600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242395,0.033,0,0.0324,1638.01001,65.96,73.59
25-04-2019,10.08,10.1,9.92,10.04,9.501434,534600,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242131,0.033,0,0.0317,1635.680054,65.23,74.94
26-04-2019,10.1,10.1,10,10.1,9.558216,12800,350000000000,10809400000,31949777,0,0,0,0.0000000,0.24115,0.033,0,0.0317,1638.380005,63.29,71.03
29-04-2019,10.1,10.1,9.9,9.9,9.368942,37000,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242131,0.033,0,0.0316,1637.400024,63.39,71.22
30-04-2019,9.91,9.92,9.8,9.8,9.274309,16400,350000000000,10809400000,31949777,0,0,0,0.0000000,0.242055,0.033,0,0.0324,1642.290039,63.83,72.19
02-05-2019,9.81,9.97,9.81,9.97,9.43519,23400,350000000000,9075500000,31949777,0,0,0,0.0000000,0.242107,0.033,0.002,0.0324,1632.23999,61.75,70.56
03-05-2019,9.85,10.08,9.85,10,9.46358,51500,350000000000,9075500000,31949777,0,0,0,0.0000000,0.241961,0.033,0.002,0.0325,1637.300049,61.98,71.95
06-05-2019,10,10,9.79,9.93,9.397335,26300,350000000000,9075500000,31949777,0,0,0,0.0000000,0.241371,0.033,0.002,0.0318,1632.800049,62.3,71.95
07-05-2019,9.83,9.85,9.81,9.81,9.283771,10200,350000000000,9075500000,31949777,0,0,0,0.0000000,0.241249,0.033,0.002,0.0303,1639.369995,61.41,70.98
08-05-2019,9.84,9.87,9.8,9.87,9.340552,64500,350000000000,9075500000,31949777,0,0,0,0.0000000,0.241092,0.033,0.002,0.03,1633.550049,62.13,71.09
09-05-2019,9.85,10,9.85,9.85,9.321625,45100,350000000000,9075500000,31949777,0,0,0,0.0000000,0.241121,0.033,0.002,0.03,1618.530029,61.58,70.61
10-05-2019,9.85,9.99,9.83,9.86,9.331089,53800,350000000000,9075500000,31949777,0,0,0,0.0000000,0.240373,0.033,0.002,0.03,1610.27002,61.65,71.63
13-05-2019,9.86,9.86,9.76,9.8,9.274309,225200,350000000000,9075500000,31949777,0,0,0,0.0000000,0.240616,0.033,0.002,0.0292,1601.089966,60.97,72.35
14-05-2019,9.72,9.79,9.56,9.62,9.103963,102600,350000000000,9075500000,31949777,0,0,0,0.0000000,0.240466,0.033,0.002,0.0292,1599.189941,61.82,72.53
15-05-2019,9.62,9.66,9.49,9.66,9.141817,145000,350000000000,9075500000,31949777,0,0,0,0.0000000,0.239923,0.033,0.002,0.0299,1611.430054,62.03,73.09
16-05-2019,9.65,9.66,9.47,9.6,9.085035,81000,350000000000,9075500000,31949777,0,0,0,0.0000000,0.239751,0.033,0.002,0.03,1599.189941,62.93,74.7
17-05-2019,9.56,9.56,9.41,9.5,8.9904,293100,350000000000,9075500000,31949777,0,0,0,0.0000000,0.240154,0.033,0.002,0.0294,1605.359985,62.77,73.94
21-05-2019,9.4,9.4,9.03,9.1,8.611856,87800,350000000000,9075500000,31949777,0,0,0,0.0000000,0.239573,0.033,0.002,0.0299,1603.73999,63.02,72.94
